,FIPS,County or equivalent,State or equivalent
860,19129,Mills County,Iowa
861,19131,Mitchell County,Iowa
862,19133,Monona County,Iowa
863,19135,Monroe County,Iowa
864,19137,Montgomery County,Iowa
865,19139,Muscatine County,Iowa
866,19141,O'Brien County,Iowa
867,19143,Osceola County,Iowa
868,19145,Page County,Iowa
869,19147,Palo Alto County,Iowa
870,19149,Plymouth County,Iowa
871,19151,Pocahontas County,Iowa
872,19153,Polk County,Iowa
873,19155,Pottawattamie County,Iowa
874,19157,Poweshiek County,Iowa
875,19159,Ringgold County,Iowa
876,19161,Sac County,Iowa
877,19163,Scott County,Iowa
878,19165,Shelby County,Iowa
879,19167,Sioux County,Iowa
880,19169,Story County,Iowa
881,19171,Tama County,Iowa
882,19173,Taylor County,Iowa
883,19175,Union County,Iowa
884,19177,Van Buren County,Iowa
885,19179,Wapello County,Iowa
886,19181,Warren County,Iowa
887,19183,Washington County,Iowa
888,19185,Wayne County,Iowa
889,19187,Webster County,Iowa
890,19189,Winnebago County,Iowa
891,19191,Winneshiek County,Iowa
892,19193,Woodbury County,Iowa
893,19195,Worth County,Iowa
894,19197,Wright County,Iowa
895,20001,Allen County,Kansas
896,20003,Anderson County,Kansas
897,20005,Atchison County,Kansas
898,20007,Barber County,Kansas
899,20009,Barton County,Kansas
900,20011,Bourbon County,Kansas
901,20013,Brown County,Kansas
902,20015,Butler County,Kansas
903,20017,Chase County,Kansas
904,20019,Chautauqua County,Kansas
905,20021,Cherokee County,Kansas
906,20023,Cheyenne County,Kansas
907,20025,Clark County,Kansas
908,20027,Clay County,Kansas
909,20029,Cloud County,Kansas
910,20031,Coffey County,Kansas
911,20033,Comanche County,Kansas
912,20035,Cowley County,Kansas
913,20037,Crawford County,Kansas
914,20039,Decatur County,Kansas
915,20041,Dickinson County,Kansas
916,20043,Doniphan County,Kansas
917,20045,Douglas County,Kansas
918,20047,Edwards County,Kansas
919,20049,Elk County,Kansas
920,20051,Ellis County,Kansas
921,20053,Ellsworth County,Kansas
922,20055,Finney County,Kansas
923,20057,Ford County,Kansas
924,20059,Franklin County,Kansas
925,20061,Geary County,Kansas
926,20063,Gove County,Kansas
927,20065,Graham County,Kansas
928,20067,Grant County,Kansas
929,20069,Gray County,Kansas
930,20071,Greeley County,Kansas
931,20073,Greenwood County,Kansas
932,20075,Hamilton County,Kansas
933,20077,Harper County,Kansas
934,20079,Harvey County,Kansas
935,20081,Haskell County,Kansas
936,20083,Hodgeman County,Kansas
937,20085,Jackson County,Kansas
938,20087,Jefferson County,Kansas
939,20089,Jewell County,Kansas
940,20091,Johnson County,Kansas
941,20093,Kearny County,Kansas
942,20095,Kingman County,Kansas
943,20097,Kiowa County,Kansas
944,20099,Labette County,Kansas
945,20101,Lane County,Kansas
946,20103,Leavenworth County,Kansas
947,20105,Lincoln County,Kansas
948,20107,Linn County,Kansas
949,20109,Logan County,Kansas
950,20111,Lyon County,Kansas
951,20113,McPherson County,Kansas
952,20115,Marion County,Kansas
953,20117,Marshall County,Kansas
954,20119,Meade County,Kansas
955,20121,Miami County,Kansas
956,20123,Mitchell County,Kansas
957,20125,Montgomery County,Kansas
958,20127,Morris County,Kansas
959,20129,Morton County,Kansas
960,20131,Nemaha County,Kansas
961,20133,Neosho County,Kansas
962,20135,Ness County,Kansas
963,20137,Norton County,Kansas
964,20139,Osage County,Kansas
965,20141,Osborne County,Kansas
966,20143,Ottawa County,Kansas
967,20145,Pawnee County,Kansas
968,20147,Phillips County,Kansas
969,20149,Pottawatomie County,Kansas
970,20151,Pratt County,Kansas
971,20153,Rawlins County,Kansas
972,20155,Reno County,Kansas
973,20157,Republic County,Kansas
974,20159,Rice County,Kansas
975,20161,Riley County,Kansas
976,20163,Rooks County,Kansas
977,20165,Rush County,Kansas
978,20167,Russell County,Kansas
979,20169,Saline County,Kansas
980,20171,Scott County,Kansas
981,20173,Sedgwick County,Kansas
982,20175,Seward County,Kansas
983,20177,Shawnee County,Kansas
984,20179,Sheridan County,Kansas
985,20181,Sherman County,Kansas
986,20183,Smith County,Kansas
987,20185,Stafford County,Kansas
988,20187,Stanton County,Kansas
989,20189,Stevens County,Kansas
990,20191,Sumner County,Kansas
991,20193,Thomas County,Kansas
992,20195,Trego County,Kansas
993,20197,Wabaunsee County,Kansas
994,20199,Wallace County,Kansas
995,20201,Washington County,Kansas
996,20203,Wichita County,Kansas
997,20205,Wilson County,Kansas
998,20207,Woodson County,Kansas
999,20209,Wyandotte County,Kansas
1000,21001,Adair County,Kentucky
1001,21003,Allen County,Kentucky
1002,21005,Anderson County,Kentucky
1003,21007,Ballard County,Kentucky
1004,21009,Barren County,Kentucky
1005,21011,Bath County,Kentucky
1006,21013,Bell County,Kentucky
1007,21015,Boone County,Kentucky
1008,21017,Bourbon County,Kentucky
1009,21019,Boyd County,Kentucky
1010,21021,Boyle County,Kentucky
1011,21023,Bracken County,Kentucky
1012,21025,Breathitt County,Kentucky
1013,21027,Breckinridge County,Kentucky
1014,21029,Bullitt County,Kentucky
1015,21031,Butler County,Kentucky
1016,21033,Caldwell County,Kentucky
1017,21035,Calloway County,Kentucky
1018,21037,Campbell County,Kentucky
1019,21039,Carlisle County,Kentucky
1020,21041,Carroll County,Kentucky
1021,21043,Carter County,Kentucky
1022,21045,Casey County,Kentucky
1023,21047,Christian County,Kentucky
1024,21049,Clark County,Kentucky
1025,21051,Clay County,Kentucky
1026,21053,Clinton County,Kentucky
1027,21055,Crittenden County,Kentucky
1028,21057,Cumberland County,Kentucky
1029,21059,Daviess County,Kentucky
1030,21061,Edmonson County,Kentucky
1031,21063,Elliott County,Kentucky
1032,21065,Estill County,Kentucky
1033,21067,Fayette County,Kentucky
1034,21069,Fleming County,Kentucky
1035,21071,Floyd County,Kentucky
1036,21073,Franklin County,Kentucky
1037,21075,Fulton County,Kentucky
1038,21077,Gallatin County,Kentucky
1039,21079,Garrard County,Kentucky
1040,21081,Grant County,Kentucky
1041,21083,Graves County,Kentucky
1042,21085,Grayson County,Kentucky
1043,21087,Green County,Kentucky
1044,21089,Greenup County,Kentucky
1045,21091,Hancock County,Kentucky
1046,21093,Hardin County,Kentucky
1047,21095,Harlan County,Kentucky
1048,21097,Harrison County,Kentucky
1049,21099,Hart County,Kentucky
1050,21101,Henderson County,Kentucky
1051,21103,Henry County,Kentucky
1052,21105,Hickman County,Kentucky
1053,21107,Hopkins County,Kentucky
1054,21109,Jackson County,Kentucky
1055,21111,Jefferson County,Kentucky
1056,21113,Jessamine County,Kentucky
1057,21115,Johnson County,Kentucky
1058,21117,Kenton County,Kentucky
1059,21119,Knott County,Kentucky
1060,21121,Knox County,Kentucky
1061,21123,LaRue County,Kentucky
1062,21125,Laurel County,Kentucky
1063,21127,Lawrence County,Kentucky
1064,21129,Lee County,Kentucky
1065,21131,Leslie County,Kentucky
1066,21133,Letcher County,Kentucky
1067,21135,Lewis County,Kentucky
1068,21137,Lincoln County,Kentucky
1069,21139,Livingston County,Kentucky
1070,21141,Logan County,Kentucky
1071,21143,Lyon County,Kentucky
1072,21145,McCracken County,Kentucky
1073,21147,McCreary County,Kentucky
1074,21149,McLean County,Kentucky
1075,21151,Madison County,Kentucky
1076,21153,Magoffin County,Kentucky
1077,21155,Marion County,Kentucky
1078,21157,Marshall County,Kentucky
1079,21159,Martin County,Kentucky
1080,21161,Mason County,Kentucky
1081,21163,Meade County,Kentucky
1082,21165,Menifee County,Kentucky
1083,21167,Mercer County,Kentucky
1084,21169,Metcalfe County,Kentucky
1085,21171,Monroe County,Kentucky
1086,21173,Montgomery County,Kentucky
1087,21175,Morgan County,Kentucky
1088,21177,Muhlenberg County,Kentucky
1089,21179,Nelson County,Kentucky
1090,21181,Nicholas County,Kentucky
1091,21183,Ohio County,Kentucky
1092,21185,Oldham County,Kentucky
1093,21187,Owen County,Kentucky
1094,21189,Owsley County,Kentucky
1095,21191,Pendleton County,Kentucky
1096,21193,Perry County,Kentucky
1097,21195,Pike County,Kentucky
1098,21197,Powell County,Kentucky
1099,21199,Pulaski County,Kentucky
1100,21201,Robertson County,Kentucky
1101,21203,Rockcastle County,Kentucky
1102,21205,Rowan County,Kentucky
1103,21207,Russell County,Kentucky
1104,21209,Scott County,Kentucky
1105,21211,Shelby County,Kentucky
1106,21213,Simpson County,Kentucky
1107,21215,Spencer County,Kentucky
1108,21217,Taylor County,Kentucky
1109,21219,Todd County,Kentucky
1110,21221,Trigg County,Kentucky
1111,21223,Trimble County,Kentucky
1112,21225,Union County,Kentucky
1113,21227,Warren County,Kentucky
1114,21229,Washington County,Kentucky
1115,21231,Wayne County,Kentucky
1116,21233,Webster County,Kentucky
1117,21235,Whitley County,Kentucky
1118,21237,Wolfe County,Kentucky
1119,21239,Woodford County,Kentucky
1120,22001,Acadia Parish,Louisiana
1121,22003,Allen Parish,Louisiana
1122,22005,Ascension Parish,Louisiana
1123,22007,Assumption Parish,Louisiana
1124,22009,Avoyelles Parish,Louisiana
1125,22011,Beauregard Parish,Louisiana
1126,22013,Bienville Parish,Louisiana
1127,22015,Bossier Parish,Louisiana
1128,22017,Caddo Parish,Louisiana
1129,22019,Calcasieu Parish,Louisiana
1130,22021,Caldwell Parish,Louisiana
1131,22023,Cameron Parish,Louisiana
1132,22025,Catahoula Parish,Louisiana
1133,22027,Claiborne Parish,Louisiana
1134,22029,Concordia Parish,Louisiana
1135,22031,De Soto Parish,Louisiana
1136,22033,East Baton Rouge Parish,Louisiana
1137,22035,East Carroll Parish,Louisiana
1138,22037,East Feliciana Parish,Louisiana
1139,22039,Evangeline Parish,Louisiana
1140,22041,Franklin Parish,Louisiana
1141,22043,Grant Parish,Louisiana
1142,22045,Iberia Parish,Louisiana
1143,22047,Iberville Parish,Louisiana
1144,22049,Jackson Parish,Louisiana
1145,22051,Jefferson Parish,Louisiana
1146,22053,Jefferson Davis Parish,Louisiana
1147,22055,Lafayette Parish,Louisiana
1148,22057,Lafourche Parish,Louisiana
1149,22059,LaSalle Parish[n],Louisiana
1150,22061,Lincoln Parish,Louisiana
1151,22063,Livingston Parish,Louisiana
1152,22065,Madison Parish,Louisiana
1153,22067,Morehouse Parish,Louisiana
1154,22069,Natchitoches Parish,Louisiana
1155,22071,Orleans Parish[o],Louisiana
1156,22073,Ouachita Parish,Louisiana
1157,22075,Plaquemines Parish,Louisiana
1158,22077,Pointe Coupee Parish,Louisiana
1159,22079,Rapides Parish,Louisiana
1160,22081,Red River Parish,Louisiana
1161,22083,Richland Parish,Louisiana
1162,22085,Sabine Parish,Louisiana
1163,22087,St. Bernard Parish,Louisiana
1164,22089,St. Charles Parish,Louisiana
1165,22091,St. Helena Parish,Louisiana
1166,22093,St. James Parish,Louisiana
1167,22095,St. John the Baptist Parish,Louisiana
1168,22097,St. Landry Parish,Louisiana
1169,22099,St. Martin Parish,Louisiana
1170,22101,St. Mary Parish,Louisiana
1171,22103,St. Tammany Parish,Louisiana
1172,22105,Tangipahoa Parish,Louisiana
1173,22107,Tensas Parish,Louisiana
1174,22109,Terrebonne Parish,Louisiana
1175,22111,Union Parish,Louisiana
1176,22113,Vermilion Parish,Louisiana
1177,22115,Vernon Parish,Louisiana
1178,22117,Washington Parish,Louisiana
1179,22119,Webster Parish,Louisiana
1180,22121,West Baton Rouge Parish,Louisiana
1181,22123,West Carroll Parish,Louisiana
1182,22125,West Feliciana Parish,Louisiana
1183,22127,Winn Parish,Louisiana
1184,23001,Androscoggin County,Maine
1185,23003,Aroostook County,Maine
1186,23005,Cumberland County,Maine
1187,23007,Franklin County,Maine
1188,23009,Hancock County,Maine
1189,23011,Kennebec County,Maine
1190,23013,Knox County,Maine
1191,23015,Lincoln County,Maine
1192,23017,Oxford County,Maine
1193,23019,Penobscot County,Maine
1194,23021,Piscataquis County,Maine
1195,23023,Sagadahoc County,Maine
1196,23025,Somerset County,Maine
1197,23027,Waldo County,Maine
1198,23029,Washington County,Maine
1199,23031,York County,Maine
1200,24001,Allegany County,Maryland
1201,24003,Anne Arundel County,Maryland
1202,24005,Baltimore County,Maryland
1203,24009,Calvert County,Maryland
1204,24011,Caroline County,Maryland
1205,24013,Carroll County,Maryland
1206,24015,Cecil County,Maryland
1207,24017,Charles County,Maryland
1208,24019,Dorchester County,Maryland
1209,24021,Frederick County,Maryland
1210,24023,Garrett County,Maryland
1211,24025,Harford County,Maryland
1212,24027,Howard County,Maryland
1213,24029,Kent County,Maryland
1214,24031,Montgomery County,Maryland
1215,24033,Prince George's County,Maryland
1216,24035,Queen Anne's County,Maryland
1217,24037,St. Mary's County,Maryland
1218,24039,Somerset County,Maryland
1219,24041,Talbot County,Maryland
1220,24043,Washington County,Maryland
1221,24045,Wicomico County,Maryland
1222,24047,Worcester County,Maryland
1223,24510,Baltimore City[p],Maryland
1224,25001,Barnstable County,Massachusetts
1225,25003,Berkshire County[k],Massachusetts
1226,25005,Bristol County,Massachusetts
1227,25007,Dukes County,Massachusetts
1228,25009,Essex County[k],Massachusetts
1229,25011,Franklin County[k],Massachusetts
1230,25013,Hampden County[k],Massachusetts
1231,25015,Hampshire County[k],Massachusetts
1232,25017,Middlesex County[k],Massachusetts
1233,25019,"Nantucket, Town and County of[q]",Massachusetts
1234,25021,Norfolk County,Massachusetts
1235,25023,Plymouth County,Massachusetts
1236,25025,Suffolk County[k],Massachusetts
1237,25027,Worcester County[k],Massachusetts
1238,26001,Alcona County,Michigan
1239,26003,Alger County,Michigan
1240,26005,Allegan County,Michigan
1241,26007,Alpena County,Michigan
1242,26009,Antrim County,Michigan
1243,26011,Arenac County,Michigan
1244,26013,Baraga County,Michigan
1245,26015,Barry County,Michigan
1246,26017,Bay County,Michigan
1247,26019,Benzie County,Michigan
1248,26021,Berrien County,Michigan
1249,26023,Branch County,Michigan
1250,26025,Calhoun County,Michigan
1251,26027,Cass County,Michigan
1252,26029,Charlevoix County,Michigan
1253,26031,Cheboygan County,Michigan
1254,26033,Chippewa County,Michigan
1255,26035,Clare County,Michigan
1256,26037,Clinton County,Michigan
1257,26039,Crawford County,Michigan
1258,26041,Delta County,Michigan
1259,26043,Dickinson County,Michigan
1260,26045,Eaton County,Michigan
1261,26047,Emmet County,Michigan
1262,26049,Genesee County,Michigan
1263,26051,Gladwin County,Michigan
1264,26053,Gogebic County,Michigan
1265,26055,Grand Traverse County,Michigan
1266,26057,Gratiot County,Michigan
1267,26059,Hillsdale County,Michigan
1268,26061,Houghton County,Michigan
1269,26063,Huron County,Michigan
1270,26065,Ingham County,Michigan
1271,26067,Ionia County,Michigan
1272,26069,Iosco County,Michigan
1273,26071,Iron County,Michigan
1274,26073,Isabella County,Michigan
1275,26075,Jackson County,Michigan
1276,26077,Kalamazoo County,Michigan
1277,26079,Kalkaska County,Michigan
1278,26081,Kent County,Michigan
1279,26083,Keweenaw County,Michigan
1280,26085,Lake County,Michigan
1281,26087,Lapeer County,Michigan
1282,26089,Leelanau County,Michigan
1283,26091,Lenawee County,Michigan
1284,26093,Livingston County,Michigan
1285,26095,Luce County,Michigan
1286,26097,Mackinac County,Michigan
1287,26099,Macomb County,Michigan
1288,26101,Manistee County,Michigan
1289,26103,Marquette County,Michigan
1290,26105,Mason County,Michigan
1291,26107,Mecosta County,Michigan
1292,26109,Menominee County,Michigan
1293,26111,Midland County,Michigan
1294,26113,Missaukee County,Michigan
1295,26115,Monroe County,Michigan
1296,26117,Montcalm County,Michigan
1297,26119,Montmorency County,Michigan
1298,26121,Muskegon County,Michigan
1299,26123,Newaygo County,Michigan
1300,26125,Oakland County,Michigan
1301,26127,Oceana County,Michigan
1302,26129,Ogemaw County,Michigan
1303,26131,Ontonagon County,Michigan
1304,26133,Osceola County,Michigan
1305,26135,Oscoda County,Michigan
1306,26137,Otsego County,Michigan
1307,26139,Ottawa County,Michigan
1308,26141,Presque Isle County,Michigan
1309,26143,Roscommon County,Michigan
1310,26145,Saginaw County,Michigan
1311,26147,St. Clair County,Michigan
1312,26149,St. Joseph County,Michigan
1313,26151,Sanilac County,Michigan
1314,26153,Schoolcraft County,Michigan
1315,26155,Shiawassee County,Michigan
1316,26157,Tuscola County,Michigan
1317,26159,Van Buren County,Michigan
1318,26161,Washtenaw County,Michigan
1319,26163,Wayne County,Michigan
1320,26165,Wexford County,Michigan
1321,27001,Aitkin County,Minnesota
1322,27003,Anoka County,Minnesota
1323,27005,Becker County,Minnesota
1324,27007,Beltrami County,Minnesota
1325,27009,Benton County,Minnesota
1326,27011,Big Stone County,Minnesota
1327,27013,Blue Earth County,Minnesota
1328,27015,Brown County,Minnesota
1329,27017,Carlton County,Minnesota
1330,27019,Carver County,Minnesota
1331,27021,Cass County,Minnesota
1332,27023,Chippewa County,Minnesota
1333,27025,Chisago County,Minnesota
1334,27027,Clay County,Minnesota
1335,27029,Clearwater County,Minnesota
1336,27031,Cook County,Minnesota
1337,27033,Cottonwood County,Minnesota
1338,27035,Crow Wing County,Minnesota
1339,27037,Dakota County,Minnesota
1340,27039,Dodge County,Minnesota
1341,27041,Douglas County,Minnesota
1342,27043,Faribault County,Minnesota
1343,27045,Fillmore County,Minnesota
1344,27047,Freeborn County,Minnesota
1345,27049,Goodhue County,Minnesota
1346,27051,Grant County,Minnesota
1347,27053,Hennepin County,Minnesota
1348,27055,Houston County,Minnesota
1349,27057,Hubbard County,Minnesota
1350,27059,Isanti County,Minnesota
1351,27061,Itasca County,Minnesota
1352,27063,Jackson County,Minnesota
1353,27065,Kanabec County,Minnesota
1354,27067,Kandiyohi County,Minnesota
1355,27069,Kittson County,Minnesota
1356,27071,Koochiching County,Minnesota
1357,27073,Lac qui Parle County,Minnesota
1358,27075,Lake County,Minnesota
1359,27077,Lake of the Woods County,Minnesota
1360,27079,Le Sueur County,Minnesota
1361,27081,Lincoln County,Minnesota
1362,27083,Lyon County,Minnesota
1363,27085,McLeod County,Minnesota
1364,27087,Mahnomen County,Minnesota
1365,27089,Marshall County,Minnesota
1366,27091,Martin County,Minnesota
1367,27093,Meeker County,Minnesota
1368,27095,Mille Lacs County,Minnesota
1369,27097,Morrison County,Minnesota
1370,27099,Mower County,Minnesota
1371,27101,Murray County,Minnesota
1372,27103,Nicollet County,Minnesota
1373,27105,Nobles County,Minnesota
1374,27107,Norman County,Minnesota
1375,27109,Olmsted County,Minnesota
1376,27111,Otter Tail County,Minnesota
1377,27113,Pennington County,Minnesota
1378,27115,Pine County,Minnesota
1379,27117,Pipestone County,Minnesota
1380,27119,Polk County,Minnesota
1381,27121,Pope County,Minnesota
1382,27123,Ramsey County,Minnesota
1383,27125,Red Lake County,Minnesota
1384,27127,Redwood County,Minnesota
1385,27129,Renville County,Minnesota
1386,27131,Rice County,Minnesota
1387,27133,Rock County,Minnesota
1388,27135,Roseau County,Minnesota
1389,27137,St. Louis County,Minnesota
1390,27139,Scott County,Minnesota
1391,27141,Sherburne County,Minnesota
1392,27143,Sibley County,Minnesota
1393,27145,Stearns County,Minnesota
1394,27147,Steele County,Minnesota
1395,27149,Stevens County,Minnesota
1396,27151,Swift County,Minnesota
1397,27153,Todd County,Minnesota
1398,27155,Traverse County,Minnesota
1399,27157,Wabasha County,Minnesota
1400,27159,Wadena County,Minnesota
1401,27161,Waseca County,Minnesota
1402,27163,Washington County,Minnesota
1403,27165,Watonwan County,Minnesota
1404,27167,Wilkin County,Minnesota
1405,27169,Winona County,Minnesota
1406,27171,Wright County,Minnesota
1407,27173,Yellow Medicine County,Minnesota
1408,28001,Adams County,Mississippi
1409,28003,Alcorn County,Mississippi
1410,28005,Amite County,Mississippi
1411,28007,Attala County,Mississippi
1412,28009,Benton County,Mississippi
1413,28011,Bolivar County,Mississippi
1414,28013,Calhoun County,Mississippi
1415,28015,Carroll County,Mississippi
1416,28017,Chickasaw County,Mississippi
1417,28019,Choctaw County,Mississippi
1418,28021,Claiborne County,Mississippi
1419,28023,Clarke County,Mississippi
1420,28025,Clay County,Mississippi
1421,28027,Coahoma County,Mississippi
1422,28029,Copiah County,Mississippi
1423,28031,Covington County,Mississippi
1424,28033,DeSoto County,Mississippi
1425,28035,Forrest County,Mississippi
1426,28037,Franklin County,Mississippi
1427,28039,George County,Mississippi
1428,28041,Greene County,Mississippi
1429,28043,Grenada County,Mississippi
1430,28045,Hancock County,Mississippi
1431,28047,Harrison County,Mississippi
1432,28049,Hinds County,Mississippi
1433,28051,Holmes County,Mississippi
1434,28053,Humphreys County,Mississippi
1435,28055,Issaquena County,Mississippi
1436,28057,Itawamba County,Mississippi
1437,28059,Jackson County,Mississippi
1438,28061,Jasper County,Mississippi
1439,28063,Jefferson County,Mississippi
1440,28065,Jefferson Davis County,Mississippi
1441,28067,Jones County,Mississippi
1442,28069,Kemper County,Mississippi
1443,28071,Lafayette County,Mississippi
1444,28073,Lamar County,Mississippi
1445,28075,Lauderdale County,Mississippi
1446,28077,Lawrence County,Mississippi
1447,28079,Leake County,Mississippi
1448,28081,Lee County,Mississippi
1449,28083,Leflore County,Mississippi
1450,28085,Lincoln County,Mississippi
1451,28087,Lowndes County,Mississippi
1452,28089,Madison County,Mississippi
1453,28091,Marion County,Mississippi
1454,28093,Marshall County,Mississippi
1455,28095,Monroe County,Mississippi
1456,28097,Montgomery County,Mississippi
1457,28099,Neshoba County,Mississippi
1458,28101,Newton County,Mississippi
1459,28103,Noxubee County,Mississippi
1460,28105,Oktibbeha County,Mississippi
1461,28107,Panola County,Mississippi
1462,28109,Pearl River County,Mississippi
1463,28111,Perry County,Mississippi
1464,28113,Pike County,Mississippi
1465,28115,Pontotoc County,Mississippi
1466,28117,Prentiss County,Mississippi
1467,28119,Quitman County,Mississippi
1468,28121,Rankin County,Mississippi
1469,28123,Scott County,Mississippi
1470,28125,Sharkey County,Mississippi
1471,28127,Simpson County,Mississippi
1472,28129,Smith County,Mississippi
1473,28131,Stone County,Mississippi
1474,28133,Sunflower County,Mississippi
1475,28135,Tallahatchie County,Mississippi
1476,28137,Tate County,Mississippi
1477,28139,Tippah County,Mississippi
1478,28141,Tishomingo County,Mississippi
1479,28143,Tunica County,Mississippi
1480,28145,Union County,Mississippi
1481,28147,Walthall County,Mississippi
1482,28149,Warren County,Mississippi
1483,28151,Washington County,Mississippi
1484,28153,Wayne County,Mississippi
1485,28155,Webster County,Mississippi
1486,28157,Wilkinson County,Mississippi
1487,28159,Winston County,Mississippi
1488,28161,Yalobusha County,Mississippi
1489,28163,Yazoo County,Mississippi
1490,29001,Adair County,Missouri
1491,29003,Andrew County,Missouri
1492,29005,Atchison County,Missouri
1493,29007,Audrain County,Missouri
1494,29009,Barry County,Missouri
1495,29011,Barton County,Missouri
1496,29013,Bates County,Missouri
1497,29015,Benton County,Missouri
1498,29017,Bollinger County,Missouri
1499,29019,Boone County,Missouri
1500,29021,Buchanan County,Missouri
1501,29023,Butler County,Missouri
1502,29025,Caldwell County,Missouri
1503,29027,Callaway County,Missouri
1504,29029,Camden County,Missouri
1505,29031,Cape Girardeau County,Missouri
1506,29033,Carroll County,Missouri
1507,29035,Carter County,Missouri
1508,29037,Cass County,Missouri
1509,29039,Cedar County,Missouri
1510,29041,Chariton County,Missouri
1511,29043,Christian County,Missouri
1512,29045,Clark County,Missouri
1513,29047,Clay County,Missouri
1514,29049,Clinton County,Missouri
1515,29051,Cole County,Missouri
1516,29053,Cooper County,Missouri
1517,29055,Crawford County,Missouri
1518,29057,Dade County,Missouri
1519,29059,Dallas County,Missouri
1520,29061,Daviess County,Missouri
1521,29063,DeKalb County,Missouri
1522,29065,Dent County,Missouri
1523,29067,Douglas County,Missouri
1524,29069,Dunklin County,Missouri
1525,29071,Franklin County,Missouri
1526,29073,Gasconade County,Missouri
1527,29075,Gentry County,Missouri
1528,29077,Greene County,Missouri
1529,29079,Grundy County,Missouri
1530,29081,Harrison County,Missouri
1531,29083,Henry County,Missouri
1532,29085,Hickory County,Missouri
1533,29087,Holt County,Missouri
1534,29089,Howard County,Missouri
1535,29091,Howell County,Missouri
1536,29093,Iron County,Missouri
1537,29095,Jackson County,Missouri
1538,29097,Jasper County,Missouri
1539,29099,Jefferson County,Missouri
1540,29101,Johnson County,Missouri
1541,29103,Knox County,Missouri
1542,29105,Laclede County,Missouri
1543,29107,Lafayette County,Missouri
1544,29109,Lawrence County,Missouri
1545,29111,Lewis County,Missouri
1546,29113,Lincoln County,Missouri
1547,29115,Linn County,Missouri
1548,29117,Livingston County,Missouri
1549,29119,McDonald County,Missouri
1550,29121,Macon County,Missouri
1551,29123,Madison County,Missouri
1552,29125,Maries County,Missouri
1553,29127,Marion County,Missouri
1554,29129,Mercer County,Missouri
1555,29131,Miller County,Missouri
1556,29133,Mississippi County,Missouri
1557,29135,Moniteau County,Missouri
1558,29137,Monroe County,Missouri
1559,29139,Montgomery County,Missouri
1560,29141,Morgan County,Missouri
1561,29143,New Madrid County,Missouri
1562,29145,Newton County,Missouri
1563,29147,Nodaway County,Missouri
1564,29149,Oregon County,Missouri
1565,29151,Osage County,Missouri
1566,29153,Ozark County,Missouri
1567,29155,Pemiscot County,Missouri
1568,29157,Perry County,Missouri
1569,29159,Pettis County,Missouri
1570,29161,Phelps County,Missouri
1571,29163,Pike County,Missouri
1572,29165,Platte County,Missouri
1573,29167,Polk County,Missouri
1574,29169,Pulaski County,Missouri
1575,29171,Putnam County,Missouri
1576,29173,Ralls County,Missouri
1577,29175,Randolph County,Missouri
1578,29177,Ray County,Missouri
1579,29179,Reynolds County,Missouri
1580,29181,Ripley County,Missouri
1581,29183,St. Charles County,Missouri
1582,29185,St. Clair County,Missouri
1583,29186,Ste. Genevieve County,Missouri
1584,29187,St. Francois County,Missouri
1585,29189,St. Louis County,Missouri
1586,29195,Saline County,Missouri
1587,29197,Schuyler County,Missouri
1588,29199,Scotland County,Missouri
1589,29201,Scott County,Missouri
1590,29203,Shannon County,Missouri
1591,29205,Shelby County,Missouri
1592,29207,Stoddard County,Missouri
1593,29209,Stone County,Missouri
1594,29211,Sullivan County,Missouri
1595,29213,Taney County,Missouri
1596,29215,Texas County,Missouri
1597,29217,Vernon County,Missouri
1598,29219,Warren County,Missouri
1599,29221,Washington County,Missouri
1600,29223,Wayne County,Missouri
1601,29225,Webster County,Missouri
1602,29227,Worth County,Missouri
1603,29229,Wright County,Missouri
1604,29510,"St. Louis, City of[r]",Missouri
1605,30001,Beaverhead County,Montana
1606,30003,Big Horn County,Montana
1607,30005,Blaine County,Montana
1608,30007,Broadwater County,Montana
1609,30009,Carbon County,Montana
1610,30011,Carter County,Montana
1611,30013,Cascade County,Montana
1612,30015,Chouteau County,Montana
1613,30017,Custer County,Montana
1614,30019,Daniels County,Montana
1615,30021,Dawson County,Montana
1616,30023,Deer Lodge County,Montana
1617,30025,Fallon County,Montana
1618,30027,Fergus County,Montana
1619,30029,Flathead County,Montana
1620,30031,Gallatin County,Montana
1621,30033,Garfield County,Montana
1622,30035,Glacier County,Montana
1623,30037,Golden Valley County,Montana
1624,30039,Granite County,Montana
1625,30041,Hill County,Montana
1626,30043,Jefferson County,Montana
1627,30045,Judith Basin County,Montana
1628,30047,Lake County,Montana
1629,30049,Lewis and Clark County,Montana
1630,30051,Liberty County,Montana
1631,30053,Lincoln County,Montana
1632,30055,McCone County,Montana
1633,30057,Madison County,Montana
1634,30059,Meagher County,Montana
1635,30061,Mineral County,Montana
1636,30063,Missoula County,Montana
1637,30065,Musselshell County,Montana
1638,30067,Park County,Montana
1639,30069,Petroleum County,Montana
1640,30071,Phillips County,Montana
1641,30073,Pondera County,Montana
1642,30075,Powder River County,Montana
1643,30077,Powell County,Montana
1644,30079,Prairie County,Montana
1645,30081,Ravalli County,Montana
1646,30083,Richland County,Montana
1647,30085,Roosevelt County,Montana
1648,30087,Rosebud County,Montana
1649,30089,Sanders County,Montana
1650,30091,Sheridan County,Montana
1651,30093,Silver Bow County,Montana
1652,30095,Stillwater County,Montana
